URL,Issue_Type,Issue_Description,Severity_Score,Recommendation,Title_Issues,Meta_Issues,Heading_Issues,Image_Issues,Technical_Issues,OpenGraph_Issues,Twitter_Card_Issues,Schema_Issues,Performance_Issues
https://www.pharmacymentor.com/top-digital-health-services-pharmacy-2021/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/top-digital-health-services-pharmacy-2021/,IMAGES_MISSING_ALT,4 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,4 images missing alt text,,,,,
https://www.pharmacymentor.com/top-digital-health-services-pharmacy-2021/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/top-digital-health-services-pharmacy-2021/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/leading-pharmacies-forward-2021/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/leading-pharmacies-forward-2021/,IMAGES_MISSING_ALT,3 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,3 images missing alt text,,,,,
https://www.pharmacymentor.com/leading-pharmacies-forward-2021/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/leading-pharmacies-forward-2021/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/google-my-business-new-free-marketing-kit/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/google-my-business-new-free-marketing-kit/,IMAGES_MISSING_ALT,4 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,4 images missing alt text,,,,,
https://www.pharmacymentor.com/google-my-business-new-free-marketing-kit/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/google-my-business-new-free-marketing-kit/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/google-my-business-new-free-marketing-kit/,CONTENT_TOO_SHORT,Page content is very short (272 words),55,Add more valuable content (aim for 300+ words),,,,,,,,,
https://www.pharmacymentor.com/training-cloyne-pharmacy-on-the-use-of-facebook-for-business/,TITLE_TOO_LONG,Title is too long (72 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (72 characters),,,,,,,,
https://www.pharmacymentor.com/training-cloyne-pharmacy-on-the-use-of-facebook-for-business/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/training-cloyne-pharmacy-on-the-use-of-facebook-for-business/,IMAGES_MISSING_ALT,5 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,5 images missing alt text,,,,,
https://www.pharmacymentor.com/training-cloyne-pharmacy-on-the-use-of-facebook-for-business/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/training-cloyne-pharmacy-on-the-use-of-facebook-for-business/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/case-study-redeveloping-the-digital-ecosystem-of-a-pharmacy-from-scratch/,TITLE_TOO_LONG,Title is too long (73 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (73 characters),,,,,,,,
https://www.pharmacymentor.com/case-study-redeveloping-the-digital-ecosystem-of-a-pharmacy-from-scratch/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/case-study-redeveloping-the-digital-ecosystem-of-a-pharmacy-from-scratch/,IMAGES_MISSING_ALT,4 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,4 images missing alt text,,,,,
https://www.pharmacymentor.com/case-study-redeveloping-the-digital-ecosystem-of-a-pharmacy-from-scratch/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/case-study-redeveloping-the-digital-ecosystem-of-a-pharmacy-from-scratch/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/impact-study-building-an-e-commerce-solution-for-an-aesthetics-pharmacy/,TITLE_TOO_LONG,Title is too long (72 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (72 characters),,,,,,,,
https://www.pharmacymentor.com/impact-study-building-an-e-commerce-solution-for-an-aesthetics-pharmacy/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/impact-study-building-an-e-commerce-solution-for-an-aesthetics-pharmacy/,IMAGES_MISSING_ALT,7 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,7 images missing alt text,,,,,
https://www.pharmacymentor.com/impact-study-building-an-e-commerce-solution-for-an-aesthetics-pharmacy/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/impact-study-building-an-e-commerce-solution-for-an-aesthetics-pharmacy/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/marketing-travel-clinic/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/marketing-travel-clinic/,IMAGES_MISSING_ALT,6 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,6 images missing alt text,,,,,
https://www.pharmacymentor.com/marketing-travel-clinic/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/marketing-travel-clinic/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/case-study-reach-pharmacys-flu-jab-service-google-domination/,TITLE_TOO_LONG,Title is too long (62 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (62 characters),,,,,,,,
https://www.pharmacymentor.com/case-study-reach-pharmacys-flu-jab-service-google-domination/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/case-study-reach-pharmacys-flu-jab-service-google-domination/,IMAGES_MISSING_ALT,7 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,7 images missing alt text,,,,,
https://www.pharmacymentor.com/case-study-reach-pharmacys-flu-jab-service-google-domination/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/case-study-reach-pharmacys-flu-jab-service-google-domination/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/seo-pharmacy-google-guide/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/seo-pharmacy-google-guide/,IMAGES_MISSING_ALT,4 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,4 images missing alt text,,,,,
https://www.pharmacymentor.com/seo-pharmacy-google-guide/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/seo-pharmacy-google-guide/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/digital-advertising-pharmacy/,TITLE_TOO_LONG,Title is too long (74 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (74 characters),,,,,,,,
https://www.pharmacymentor.com/digital-advertising-pharmacy/,TITLE_DUPLICATE_WORDS,Title contains duplicate words,45,Remove duplicate words from title for better readability,Title contains duplicate words,,,,,,,,
https://www.pharmacymentor.com/digital-advertising-pharmacy/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/digital-advertising-pharmacy/,IMAGES_MISSING_ALT,6 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,6 images missing alt text,,,,,
https://www.pharmacymentor.com/digital-advertising-pharmacy/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/digital-advertising-pharmacy/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/nextdoor-for-your-pharmacy/,TITLE_TOO_LONG,Title is too long (64 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (64 characters),,,,,,,,
https://www.pharmacymentor.com/nextdoor-for-your-pharmacy/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/nextdoor-for-your-pharmacy/,IMAGES_MISSING_ALT,6 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,6 images missing alt text,,,,,
https://www.pharmacymentor.com/nextdoor-for-your-pharmacy/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/nextdoor-for-your-pharmacy/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/pharmacy-show-2021-2/,TITLE_TOO_LONG,Title is too long (65 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (65 characters),,,,,,,,
https://www.pharmacymentor.com/pharmacy-show-2021-2/,TITLE_DUPLICATE_WORDS,Title contains duplicate words,45,Remove duplicate words from title for better readability,Title contains duplicate words,,,,,,,,
https://www.pharmacymentor.com/pharmacy-show-2021-2/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/pharmacy-show-2021-2/,IMAGES_MISSING_ALT,7 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,7 images missing alt text,,,,,
https://www.pharmacymentor.com/pharmacy-show-2021-2/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/pharmacy-show-2021-2/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/case-study-helping-a-pharmacy-make-over-220000-per-month-via-e-commerce/,TITLE_TOO_LONG,Title is too long (77 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (77 characters),,,,,,,,
https://www.pharmacymentor.com/case-study-helping-a-pharmacy-make-over-220000-per-month-via-e-commerce/,META_DESC_TOO_SHORT,Meta description is too short (116 chars),55,Expand meta description to 150-165 characters for better SERP display,,Meta description is too short (116 chars),,,,,,,
https://www.pharmacymentor.com/case-study-helping-a-pharmacy-make-over-220000-per-month-via-e-commerce/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/case-study-helping-a-pharmacy-make-over-220000-per-month-via-e-commerce/,IMAGES_MISSING_ALT,4 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,4 images missing alt text,,,,,
https://www.pharmacymentor.com/case-study-helping-a-pharmacy-make-over-220000-per-month-via-e-commerce/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/case-study-helping-a-pharmacy-make-over-220000-per-month-via-e-commerce/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/online-payment-gateways-for-pharmacy-uk/,TITLE_TOO_LONG,Title is too long (63 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (63 characters),,,,,,,,
https://www.pharmacymentor.com/online-payment-gateways-for-pharmacy-uk/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/online-payment-gateways-for-pharmacy-uk/,IMAGES_MISSING_ALT,5 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,5 images missing alt text,,,,,
https://www.pharmacymentor.com/online-payment-gateways-for-pharmacy-uk/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/online-payment-gateways-for-pharmacy-uk/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/case-study-advanced-google-ads/,TITLE_TOO_LONG,Title is too long (69 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (69 characters),,,,,,,,
https://www.pharmacymentor.com/case-study-advanced-google-ads/,META_DESC_MISSING,Meta description is missing,85,Add a compelling meta description (150-165 characters),,Meta description is missing,,,,,,,
https://www.pharmacymentor.com/case-study-advanced-google-ads/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/case-study-advanced-google-ads/,IMAGES_MISSING_ALT,6 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,6 images missing alt text,,,,,
https://www.pharmacymentor.com/case-study-advanced-google-ads/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/case-study-advanced-google-ads/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/pharmacy-ecommerce-website-setup/,TITLE_TOO_LONG,Title is too long (61 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (61 characters),,,,,,,,
https://www.pharmacymentor.com/pharmacy-ecommerce-website-setup/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/pharmacy-ecommerce-website-setup/,IMAGES_MISSING_ALT,6 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,6 images missing alt text,,,,,
https://www.pharmacymentor.com/pharmacy-ecommerce-website-setup/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/pharmacy-ecommerce-website-setup/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/ear-hearing-health-services/,TITLE_TOO_LONG,Title is too long (70 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (70 characters),,,,,,,,
https://www.pharmacymentor.com/ear-hearing-health-services/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/ear-hearing-health-services/,IMAGES_MISSING_ALT,3 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,3 images missing alt text,,,,,
https://www.pharmacymentor.com/ear-hearing-health-services/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/ear-hearing-health-services/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/case-study-pharmacy-website-attracts-81k-visitors-in-6-months/,TITLE_TOO_LONG,Title is too long (62 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (62 characters),,,,,,,,
https://www.pharmacymentor.com/case-study-pharmacy-website-attracts-81k-visitors-in-6-months/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/case-study-pharmacy-website-attracts-81k-visitors-in-6-months/,IMAGES_MISSING_ALT,8 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,8 images missing alt text,,,,,
https://www.pharmacymentor.com/case-study-pharmacy-website-attracts-81k-visitors-in-6-months/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/case-study-pharmacy-website-attracts-81k-visitors-in-6-months/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/digital-ecosystem-case-study/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/digital-ecosystem-case-study/,IMAGES_MISSING_ALT,8 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,8 images missing alt text,,,,,
https://www.pharmacymentor.com/digital-ecosystem-case-study/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/digital-ecosystem-case-study/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/independent-pharmacy-marketing-agency/,TITLE_TOO_LONG,Title is too long (70 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (70 characters),,,,,,,,
https://www.pharmacymentor.com/independent-pharmacy-marketing-agency/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/independent-pharmacy-marketing-agency/,IMAGES_MISSING_ALT,7 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,7 images missing alt text,,,,,
https://www.pharmacymentor.com/independent-pharmacy-marketing-agency/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/independent-pharmacy-marketing-agency/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/pharmaself24-marketing-case-study/,TITLE_TOO_LONG,Title is too long (63 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (63 characters),,,,,,,,
https://www.pharmacymentor.com/pharmaself24-marketing-case-study/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/pharmaself24-marketing-case-study/,IMAGES_MISSING_ALT,4 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,4 images missing alt text,,,,,
https://www.pharmacymentor.com/pharmaself24-marketing-case-study/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/pharmaself24-marketing-case-study/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/pharmacy-automation-ultimate-guide/,TITLE_TOO_LONG,Title is too long (67 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (67 characters),,,,,,,,
https://www.pharmacymentor.com/pharmacy-automation-ultimate-guide/,TITLE_DUPLICATE_WORDS,Title contains duplicate words,45,Remove duplicate words from title for better readability,Title contains duplicate words,,,,,,,,
https://www.pharmacymentor.com/pharmacy-automation-ultimate-guide/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/pharmacy-automation-ultimate-guide/,IMAGES_MISSING_ALT,6 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,6 images missing alt text,,,,,
https://www.pharmacymentor.com/pharmacy-automation-ultimate-guide/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/pharmacy-automation-ultimate-guide/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/pharmacy-website-design/,TITLE_TOO_LONG,Title is too long (67 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (67 characters),,,,,,,,
https://www.pharmacymentor.com/pharmacy-website-design/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/pharmacy-website-design/,IMAGES_MISSING_ALT,5 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,5 images missing alt text,,,,,
https://www.pharmacymentor.com/pharmacy-website-design/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/pharmacy-website-design/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/preferred-supplier-alphega-pharmacy-uk/,TITLE_TOO_LONG,Title is too long (69 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (69 characters),,,,,,,,
https://www.pharmacymentor.com/preferred-supplier-alphega-pharmacy-uk/,TITLE_DUPLICATE_WORDS,Title contains duplicate words,45,Remove duplicate words from title for better readability,Title contains duplicate words,,,,,,,,
https://www.pharmacymentor.com/preferred-supplier-alphega-pharmacy-uk/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/preferred-supplier-alphega-pharmacy-uk/,IMAGES_MISSING_ALT,9 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,9 images missing alt text,,,,,
https://www.pharmacymentor.com/preferred-supplier-alphega-pharmacy-uk/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/preferred-supplier-alphega-pharmacy-uk/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/distance-selling-pharmacy-websites-new-regulations/,TITLE_TOO_LONG,Title is too long (67 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (67 characters),,,,,,,,
https://www.pharmacymentor.com/distance-selling-pharmacy-websites-new-regulations/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/distance-selling-pharmacy-websites-new-regulations/,IMAGES_MISSING_ALT,7 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,7 images missing alt text,,,,,
https://www.pharmacymentor.com/distance-selling-pharmacy-websites-new-regulations/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/distance-selling-pharmacy-websites-new-regulations/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/online-independent-prescriber-clinic/,TITLE_TOO_LONG,Title is too long (65 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (65 characters),,,,,,,,
